heart_rate_bpm,sweat_microsiemens,skin_temp_celsius,grip_force_newton,ecg_signal,rr_interval_ms,qrs_duration_ms,st_deviation_mv,qt_interval_ms,driver_id,timestamp_offset,condition_label
3588.24,452.66,-112.14,-382.13,65.6924,-24589.71,4745.54,39.86,9652.97,5,2475,2
3589.33,452.76,-112.18,-382.24,65.7146,-24597.09,4747.26,39.866,9656.09,5,2476,2
3590.02,452.86,-112.24,-382.31,65.7335,-24603.2,4748.16,39.881,9658.35,5,2477,2
3590.6,453.0,-112.27,-382.41,65.7566,-24609.16,4749.71,39.895,9662.07,5,2478,2
3591.52,453.13,-112.31,-382.48,65.7724,-24614.63,4750.27,39.907,9665.63,5,2479,2
3592.27,453.27,-112.36,-382.62,65.7902,-24618.75,4751.04,39.918,9667.34,5,2480,2
3593.16,453.39,-112.39,-382.69,65.8087,-24626.39,4751.8,39.927,9668.53,5,2481,2
3594.31,453.5,-112.43,-382.76,65.8298,-24630.45,4753.38,39.941,9670.21,5,2482,2
3594.71,453.64,-112.47,-382.87,65.8429,-24634.27,4753.94,39.947,9673.9,5,2483,2
3595.6,453.76,-112.53,-382.94,65.8671,-24637.55,4755.62,39.955,9675.61,5,2484,2
3596.47,453.89,-112.57,-383.07,65.8929,-24641.6,4757.15,39.968,9677.56,5,2485,2
3597.17,453.99,-112.62,-383.15,65.9074,-24644.68,4758.96,39.975,9679.82,5,2486,2
3598.25,454.13,-112.65,-383.29,65.924,-24650.24,4759.93,39.983,9683.16,5,2487,2
3598.83,454.27,-112.71,-383.41,65.949,-24656.33,4761.02,39.992,9684.71,5,2488,2
3599.46,454.39,-112.74,-383.53,65.963,-24660.34,4762.83,40.0,9686.0,5,2489,2
3600.6,454.48,-112.76,-383.63,65.9849,-24667.36,4763.4,40.014,9687.52,5,2490,2
3601.1,454.57,-112.81,-383.75,65.9971,-24673.55,4764.75,40.024,9689.71,5,2491,2
3601.5,454.65,-112.83,-383.82,66.0119,-24677.18,4765.5,40.037,9691.21,5,2492,2
3602.51,454.75,-112.87,-383.91,66.0255,-24684.69,4766.65,40.043,9693.76,5,2493,2
3603.64,454.86,-112.93,-384.05,66.0502,-24689.56,4768.46,40.056,9696.1,5,2494,2
3604.34,454.95,-112.97,-384.17,66.0735,-24695.98,4769.33,40.068,9698.61,5,2495,2
3605.51,455.07,-113.0,-384.32,66.0954,-24703.94,4770.85,40.073,9700.9,5,2496,2
3606.27,455.18,-113.03,-384.38,66.1135,-24707.93,4771.64,40.082,9702.07,5,2497,2
3607.01,455.33,-113.05,-384.53,66.1306,-24711.02,4773.18,40.091,9705.59,5,2498,2
3607.62,455.43,-113.09,-384.6,66.1509,-24714.33,4773.95,40.102,9708.88,5,2499,2
3608.1,455.54,-113.14,-384.69,66.1745,-24718.64,4775.21,40.108,9710.7,5,2500,2
3609.29,455.63,-113.19,-384.79,66.1984,-24726.39,4775.88,40.119,9714.54,5,2501,2
3609.99,455.71,-113.22,-384.86,66.2181,-24732.75,4776.7,40.13,9718.01,5,2502,2
3610.72,455.84,-113.27,-384.95,66.2282,-24737.66,4777.84,40.144,9721.82,5,2503,2
3611.2,455.99,-113.3,-385.04,66.2506,-24742.44,4778.45,40.156,9723.27,5,2504,2
3612.01,456.11,-113.34,-385.19,66.2612,-24749.22,4779.87,40.161,9725.87,5,2505,2
3612.66,456.2,-113.4,-385.25,66.2892,-24755.17,4781.3,40.172,9729.73,5,2506,2
3613.56,456.31,-113.45,-385.33,66.3005,-24761.57,4782.6,40.182,9733.03,5,2507,2
3614.75,456.42,-113.49,-385.44,66.3294,-24765.72,4784.23,40.191,9735.72,5,2508,2
3615.79,456.54,-113.52,-385.51,66.3504,-24773.09,4786.02,40.203,9739.43,5,2509,2
3616.41,456.65,-113.56,-385.63,66.3708,-24777.29,4787.44,40.214,9743.42,5,2510,2
3617.49,456.77,-113.6,-385.76,66.399,-24783.96,4788.67,40.222,9746.71,5,2511,2
3618.32,456.89,-113.64,-385.85,66.4173,-24788.88,4789.62,40.231,9750.26,5,2512,2
3618.88,456.98,-113.67,-385.92,66.4352,-24791.89,4790.27,40.242,9752.86,5,2513,2
3619.36,457.12,-113.71,-385.97,66.4479,-24799.44,4791.29,40.252,9754.75,5,2514,2
3619.83,457.25,-113.73,-386.07,66.4672,-24803.87,4792.98,40.259,9757.95,5,2515,2
3620.82,457.34,-113.76,-386.14,66.4843,-24811.5,4793.55,40.265,9759.43,5,2516,2
3621.69,457.44,-113.82,-386.21,66.5007,-24815.86,4795.17,40.27,9761.74,5,2517,2
3622.58,457.53,-113.86,-386.31,66.5236,-24821.14,4795.96,40.276,9765.54,5,2518,2
3623.58,457.64,-113.9,-386.44,66.5501,-24825.87,4796.92,40.284,9768.31,5,2519,2
3624.42,457.75,-113.92,-386.52,66.5645,-24830.67,4798.09,40.298,9770.18,5,2520,2
3625.28,457.89,-113.98,-386.62,66.5816,-24838.0,4799.05,40.306,9773.25,5,2521,2
3626.03,458.0,-114.03,-386.67,66.5997,-24844.43,4800.42,40.316,9774.25,5,2522,2
3626.78,458.14,-114.08,-386.77,66.6151,-24849.56,4801.33,40.323,9775.74,5,2523,2
3627.73,458.23,-114.14,-386.88,66.6313,-24852.59,4802.03,40.337,9778.37,5,2524,2
3628.21,458.37,-114.16,-387.02,66.6425,-24857.62,4803.56,40.344,9780.58,5,2525,2
3629.17,458.48,-114.19,-387.16,66.6596,-24861.51,4804.7,40.35,9784.46,5,2526,2
3630.2,458.6,-114.22,-387.29,66.6858,-24865.31,4806.51,40.359,9786.66,5,2527,2
3631.1,458.7,-114.24,-387.42,66.6965,-24870.67,4807.1,40.368,9788.34,5,2528,2
3632.01,458.8,-114.29,-387.55,66.7257,-24878.37,4808.17,40.376,9789.81,5,2529,2
3633.15,458.9,-114.33,-387.63,66.7521,-24883.82,4808.98,40.387,9792.09,5,2530,2
3633.55,458.98,-114.35,-387.74,66.7754,-24889.13,4810.94,40.394,9794.38,5,2531,2
3634.62,459.11,-114.39,-387.81,66.8053,-24892.61,4811.69,40.405,9795.48,5,2532,2
3635.49,459.25,-114.44,-387.89,66.8322,-24896.28,4813.03,40.419,9798.65,5,2533,2
3636.56,459.33,-114.49,-387.97,66.8545,-24899.86,4814.8,40.426,9799.7,5,2534,2
3637.63,459.43,-114.53,-388.04,66.8706,-24907.7,4816.3,40.435,9801.39,5,2535,2
3638.33,459.58,-114.58,-388.09,66.8886,-24915.61,4817.09,40.447,9803.83,5,2536,2
3639.07,459.71,-114.6,-388.16,66.9016,-24921.64,4817.61,40.461,9806.07,5,2537,2
3639.48,459.82,-114.62,-388.27,66.9236,-24925.15,4818.62,40.47,9808.59,5,2538,2
3640.27,459.95,-114.68,-388.35,66.947,-24928.23,4820.55,40.481,9812.45,5,2539,2
3641.26,460.08,-114.73,-388.45,66.9757,-24934.42,4821.46,40.493,9816.44,5,2540,2
3642.01,460.21,-114.78,-388.54,66.9879,-24940.63,4823.36,40.507,9820.22,5,2541,2
3642.94,460.35,-114.83,-388.67,66.9982,-24944.64,4825.23,40.52,9823.37,5,2542,2
3643.96,460.49,-114.86,-388.73,67.0253,-24950.64,4826.55,40.533,9826.91,5,2543,2
3644.95,460.57,-114.9,-388.88,67.0473,-24957.37,4827.4,40.541,9830.31,5,2544,2
3645.84,460.68,-114.93,-388.96,67.0628,-24961.62,4828.4,40.547,9833.0,5,2545,2
3646.56,460.83,-114.97,-389.06,67.0851,-24965.38,4829.32,40.553,9835.39,5,2546,2
3647.48,460.91,-115.03,-389.19,67.1046,-24972.56,4830.63,40.561,9838.14,5,2547,2
3648.25,461.03,-115.07,-389.32,67.1286,-24976.99,4832.42,40.573,9841.63,5,2548,2
3649.38,461.12,-115.11,-389.46,67.1467,-24984.68,4833.61,40.587,9845.28,5,2549,2
3650.4,461.23,-115.16,-389.59,67.1628,-24991.23,4835.39,40.601,9847.39,5,2550,2
3651.09,461.31,-115.22,-389.68,67.183,-24995.86,4835.98,40.615,9850.46,5,2551,2
3651.83,461.43,-115.24,-389.8,67.2055,-25001.88,4837.74,40.627,9853.27,5,2552,2
3652.28,461.55,-115.27,-389.9,67.2201,-25009.12,4838.71,40.642,9854.66,5,2553,2
3652.98,461.69,-115.31,-390.02,67.2358,-25012.63,4839.64,40.656,9856.89,5,2554,2
3653.72,461.82,-115.36,-390.15,67.2459,-25019.15,4840.18,40.661,9858.14,5,2555,2
3654.65,461.92,-115.39,-390.26,67.2751,-25023.52,4842.05,40.668,9859.77,5,2556,2
3655.29,462.04,-115.43,-390.39,67.2961,-25028.17,4842.74,40.678,9861.54,5,2557,2
3656.31,462.18,-115.49,-390.48,67.3192,-25033.27,4844.14,40.69,9865.46,5,2558,2
3657.29,462.29,-115.51,-390.59,67.3384,-25038.46,4844.89,40.698,9868.91,5,2559,2
3658.2,462.41,-115.54,-390.71,67.3673,-25043.26,4846.11,40.706,9871.27,5,2560,2
3659.33,462.55,-115.59,-390.81,67.3881,-25046.6,4847.59,40.715,9874.74,5,2561,2
3659.91,462.65,-115.64,-390.92,67.4079,-25051.89,4848.92,40.723,9876.88,5,2562,2
3660.93,462.74,-115.7,-391.0,67.4185,-25056.62,4850.06,40.729,9880.55,5,2563,2
3661.69,462.87,-115.73,-391.1,67.4466,-25062.85,4851.85,40.743,9884.06,5,2564,2
3662.52,462.98,-115.75,-391.21,67.4637,-25070.42,4853.51,40.756,9887.79,5,2565,2
3663.21,463.07,-115.79,-391.33,67.4914,-25077.04,4855.35,40.77,9891.36,5,2566,2
3663.88,463.17,-115.84,-391.38,67.5145,-25081.51,4856.03,40.775,9895.25,5,2567,2
3664.63,463.25,-115.9,-391.5,67.5291,-25085.65,4857.57,40.785,9896.49,5,2568,2
3665.6,463.35,-115.95,-391.65,67.5501,-25093.4,4859.34,40.799,9899.36,5,2569,2
3666.74,463.44,-115.97,-391.78,67.5756,-25097.41,4860.64,40.813,9901.81,5,2570,2
3667.15,463.57,-116.02,-391.84,67.5956,-25101.27,4861.79,40.819,9904.36,5,2571,2
3668.32,463.65,-116.06,-391.98,67.6246,-25107.18,4863.72,40.831,9906.39,5,2572,2
3668.96,463.77,-116.11,-392.09,67.6419,-25111.5,4865.64,40.844,9909.37,5,2573,2
3670.01,463.88,-116.14,-392.23,67.6621,-25118.92,4866.93,40.859,9911.93,5,2574,2
3671.18,464.02,-116.17,-392.34,67.6808,-25125.98,4867.82,40.87,9915.51,5,2575,2
3672.33,464.15,-116.22,-392.42,67.6952,-25129.64,4868.4,40.881,9917.02,5,2576,2
3673.03,464.24,-116.24,-392.55,67.7098,-25134.1,4868.91,40.891,9919.42,5,2577,2
3673.6,464.39,-116.27,-392.67,67.7326,-25138.13,4869.7,40.9,9922.6,5,2578,2
3674.49,464.48,-116.29,-392.8,67.7506,-25142.83,4871.08,40.914,9925.35,5,2579,2
3675.07,464.6,-116.33,-392.94,67.7701,-25150.22,4872.59,40.919,9928.26,5,2580,2
3676.12,464.68,-116.37,-393.09,67.7803,-25154.77,4874.21,40.929,9929.58,5,2581,2
3677.03,464.8,-116.39,-393.23,67.8005,-25160.28,4874.81,40.941,9932.05,5,2582,2
3678.18,464.95,-116.45,-393.33,67.8215,-25166.51,4875.43,40.951,9934.35,5,2583,2
3679.01,465.03,-116.48,-393.47,67.8411,-25170.1,4877.27,40.958,9937.97,5,2584,2
3679.53,465.15,-116.5,-393.61,67.8666,-25174.8,4878.23,40.97,9941.85,5,2585,2
3680.38,465.23,-116.53,-393.71,67.8885,-25181.76,4879.94,40.98,9944.25,5,2586,2
3680.97,465.32,-116.56,-393.82,67.9082,-25186.42,4881.7,40.986,9947.49,5,2587,2
3681.49,465.46,-116.59,-393.9,67.9326,-25192.52,4883.24,40.995,9949.68,5,2588,2
3682.59,465.58,-116.62,-393.95,67.9501,-25197.74,4885.0,41.007,9952.2,5,2589,2
3683.23,465.67,-116.64,-394.07,67.9631,-25201.24,4886.96,41.012,9955.71,5,2590,2
3684.21,465.8,-116.68,-394.17,67.9826,-25207.21,4888.36,41.023,9957.79,5,2591,2
3685.1,465.92,-116.74,-394.28,67.9949,-25214.64,4889.72,41.033,9959.53,5,2592,2
3686.26,466.05,-116.78,-394.41,68.015,-25221.06,4890.78,41.04,9962.97,5,2593,2
3687.13,466.16,-116.81,-394.52,68.0345,-25226.41,4891.42,41.052,9965.8,5,2594,2
3687.94,466.27,-116.84,-394.66,68.0506,-25230.24,4892.51,41.062,9968.27,5,2595,2
3688.46,466.37,-116.88,-394.78,68.0679,-25233.47,4893.25,41.07,9970.61,5,2596,2
3689.18,466.49,-116.93,-394.88,68.0946,-25237.85,4893.94,41.076,9972.11,5,2597,2
3689.86,466.63,-116.96,-395.02,68.1206,-25244.72,4894.8,41.087,9973.41,5,2598,2
3690.35,466.74,-117.0,-395.11,68.1438,-25248.03,4896.37,41.096,9975.29,5,2599,2
3690.99,466.88,-117.03,-395.22,68.158,-25253.46,4897.88,41.111,9977.04,5,2600,2
3691.93,467.03,-117.08,-395.3,68.1802,-25257.28,4898.88,41.124,9979.97,5,2601,2
3692.61,467.14,-117.12,-395.43,68.2064,-25261.27,4900.59,41.137,9981.48,5,2602,2
3693.59,467.23,-117.16,-395.55,68.2238,-25265.05,4902.06,41.15,9984.53,5,2603,2
3694.69,467.32,-117.19,-395.65,68.2392,-25270.4,4903.1,41.156,9987.08,5,2604,2
3695.18,467.46,-117.24,-395.73,68.262,-25275.48,4904.5,41.164,9989.3,5,2605,2
3695.67,467.59,-117.3,-395.88,68.2813,-25278.67,4905.78,41.169,9992.32,5,2606,2
3696.45,467.7,-117.34,-395.94,68.3084,-25286.1,4907.46,41.182,9995.19,5,2607,2
3697.04,467.85,-117.37,-396.03,68.332,-25291.6,4908.6,41.191,9997.39,5,2608,2
3697.62,468.0,-117.41,-396.08,68.359,-25298.61,4910.39,41.198,9999.42,5,2609,2
3698.06,468.08,-117.45,-396.15,68.3737,-25303.62,4911.26,41.209,10002.62,5,2610,2
3698.78,468.22,-117.49,-396.28,68.397,-25309.47,4912.81,41.215,10006.14,5,2611,2
3699.91,468.32,-117.53,-396.36,68.4223,-25314.63,4913.94,41.228,10009.3,5,2612,2
3701.1,468.46,-117.57,-396.47,68.4356,-25319.51,4914.54,41.24,10013.13,5,2613,2
3701.69,468.56,-117.63,-396.59,68.4607,-25323.96,4916.32,41.254,10014.34,5,2614,2
3702.37,468.7,-117.66,-396.66,68.4751,-25330.79,4917.89,41.268,10016.07,5,2615,2
3703.13,468.85,-117.72,-396.73,68.502,-25334.84,4919.68,41.281,10018.2,5,2616,2
3704.28,468.96,-117.77,-396.79,68.5138,-25339.41,4920.76,41.292,10022.13,5,2617,2
3705.04,469.06,-117.83,-396.86,68.5418,-25342.65,4922.2,41.3,10025.53,5,2618,2
3706.14,469.2,-117.85,-397.01,68.5607,-25349.43,4923.08,41.306,10027.94,5,2619,2
3706.88,469.3,-117.9,-397.07,68.5733,-25356.09,4924.54,41.319,10031.43,5,2620,2
3707.68,469.42,-117.94,-397.14,68.5965,-25361.18,4925.17,41.326,10035.43,5,2621,2
3708.35,469.52,-117.99,-397.24,68.6169,-25367.1,4926.72,41.334,10038.74,5,2622,2
3709.03,469.62,-118.05,-397.38,68.6389,-25373.69,4928.03,41.346,10041.61,5,2623,2
3709.45,469.76,-118.08,-397.46,68.6568,-25377.96,4929.76,41.354,10044.69,5,2624,2
3710.61,469.87,-118.11,-397.58,68.6782,-25381.88,4931.27,41.359,10046.65,5,2625,2
3711.53,470.0,-118.16,-397.65,68.7042,-25388.78,4931.78,41.374,10049.59,5,2626,2
3712.53,470.12,-118.2,-397.75,68.7237,-25394.88,4933.36,41.385,10050.67,5,2627,2
3713.3,470.26,-118.24,-397.84,68.7351,-25398.25,4934.33,41.393,10053.21,5,2628,2
3713.86,470.39,-118.27,-397.93,68.7459,-25401.96,4935.74,41.4,10054.72,5,2629,2
3714.9,470.48,-118.3,-398.04,68.757,-25406.62,4936.49,41.411,10058.13,5,2630,2
3715.62,470.57,-118.35,-398.14,68.7758,-25410.72,4938.47,41.42,10059.55,5,2631,2
3716.53,470.71,-118.38,-398.21,68.7866,-25416.22,4940.25,41.432,10061.78,5,2632,2
3717.03,470.85,-118.42,-398.32,68.8157,-25422.89,4941.11,41.446,10064.62,5,2633,2
3718.15,470.98,-118.45,-398.4,68.8427,-25430.88,4941.86,41.457,10067.75,5,2634,2
3718.86,471.07,-118.5,-398.52,68.8642,-25436.5,4942.61,41.472,10070.15,5,2635,2
3719.83,471.21,-118.55,-398.61,68.8916,-25443.84,4944.06,41.486,10071.75,5,2636,2
3720.67,471.29,-118.58,-398.68,68.9097,-25450.27,4944.64,41.5,10075.58,5,2637,2
3721.6,471.43,-118.62,-398.82,68.9285,-25455.26,4945.9,41.511,10078.09,5,2638,2
3722.18,471.57,-118.67,-398.96,68.9423,-25462.16,4947.6,41.516,10079.96,5,2639,2
3722.66,471.65,-118.7,-399.05,68.9593,-25465.87,4948.1,41.529,10082.81,5,2640,2
3723.82,471.76,-118.73,-399.16,68.9848,-25472.1,4949.31,41.534,10084.47,5,2641,2
3724.85,471.89,-118.77,-399.26,68.9955,-25475.56,4951.02,41.544,10087.99,5,2642,2
3726.0,471.99,-118.8,-399.32,69.0197,-25481.4,4952.48,41.556,10089.83,5,2643,2
3726.86,472.13,-118.85,-399.46,69.046,-25485.47,4953.46,41.564,10091.58,5,2644,2
3727.56,472.26,-118.87,-399.59,69.0587,-25492.17,4955.01,41.57,10094.72,5,2645,2
3728.48,472.4,-118.89,-399.65,69.088,-25496.72,4956.1,41.584,10097.71,5,2646,2
3729.51,472.51,-118.92,-399.73,69.0987,-25503.39,4957.51,41.591,10098.76,5,2647,2
3730.23,472.64,-118.97,-399.79,69.1129,-25507.97,4958.61,41.603,10102.02,5,2648,2
3731.03,472.78,-119.0,-399.91,69.1402,-25512.42,4960.35,41.614,10105.67,5,2649,2
3731.74,472.88,-119.03,-399.97,69.1583,-25519.28,4961.36,41.622,10107.44,5,2650,2
3732.22,472.99,-119.07,-400.03,69.1731,-25522.38,4962.32,41.633,10109.85,5,2651,2
3733.41,473.08,-119.11,-400.13,69.2,-25525.84,4963.18,41.639,10113.66,5,2652,2
3733.84,473.23,-119.14,-400.27,69.216,-25530.61,4964.99,41.644,10117.09,5,2653,2
3734.42,473.36,-119.17,-400.4,69.2337,-25538.04,4966.81,41.658,10120.18,5,2654,2
3735.29,473.48,-119.2,-400.53,69.2555,-25543.11,4968.19,41.671,10121.39,5,2655,2
3736.48,473.61,-119.22,-400.68,69.2735,-25547.21,4970.04,41.682,10123.59,5,2656,2
3737.56,473.71,-119.27,-400.76,69.2849,-25555.0,4971.44,41.693,10125.15,5,2657,2
3738.36,473.8,-119.3,-400.83,69.3121,-25558.67,4973.14,41.705,10127.18,5,2658,2
3739.18,473.92,-119.32,-400.92,69.332,-25565.29,4974.4,41.712,10130.21,5,2659,2
3739.99,474.06,-119.37,-400.99,69.3549,-25569.61,4975.83,41.72,10132.13,5,2660,2
3741.04,474.16,-119.41,-401.11,69.3721,-25576.43,4977.08,41.729,10134.04,5,2661,2
3742.05,474.28,-119.45,-401.18,69.3876,-25580.83,4977.75,41.736,10137.17,5,2662,2
3742.84,474.42,-119.5,-401.24,69.4141,-25587.24,4979.7,41.747,10140.94,5,2663,2
3743.6,474.55,-119.52,-401.38,69.4249,-25592.04,4980.46,41.756,10142.68,5,2664,2
3744.01,474.65,-119.58,-401.47,69.4505,-25595.86,4982.1,41.761,10146.65,5,2665,2
3745.06,474.8,-119.6,-401.58,69.4726,-25602.5,4983.64,41.772,10147.67,5,2666,2
3745.51,474.94,-119.63,-401.69,69.5014,-25608.53,4985.13,41.781,10150.08,5,2667,2
3745.97,475.08,-119.68,-401.81,69.5238,-25613.93,4987.06,41.79,10152.66,5,2668,2
3746.7,475.17,-119.7,-401.95,69.5362,-25620.84,4988.09,41.796,10156.52,5,2669,2
3747.67,475.32,-119.75,-402.05,69.5492,-25627.5,4989.74,41.803,10158.7,5,2670,2
3748.3,475.4,-119.81,-402.15,69.5633,-25630.87,4991.17,41.814,10161.03,5,2671,2
3748.75,475.52,-119.84,-402.3,69.5822,-25638.33,4991.98,41.826,10162.21,5,2672,2
3749.86,475.61,-119.88,-402.43,69.6058,-25641.63,4992.98,41.833,10164.79,5,2673,2
3750.39,475.72,-119.9,-402.57,69.6344,-25649.02,4994.01,41.842,10165.83,5,2674,2
3750.92,475.85,-119.92,-402.64,69.6624,-25653.87,4995.65,41.854,10169.05,5,2675,2
3751.49,475.94,-119.96,-402.73,69.6899,-25659.81,4996.35,41.861,10170.21,5,2676,2
3752.1,476.02,-120.02,-402.85,69.7035,-25667.61,4997.24,41.867,10171.41,5,2677,2
3753.17,476.16,-120.04,-402.9,69.7252,-25671.72,4999.1,41.876,10173.53,5,2678,2
3753.79,476.26,-120.07,-403.0,69.751,-25674.99,5000.21,41.891,10175.79,5,2679,2
3754.99,476.37,-120.11,-403.13,69.7638,-25678.17,5001.42,41.898,10177.74,5,2680,2
3755.47,476.45,-120.15,-403.23,69.7789,-25686.17,5002.28,41.912,10180.26,5,2681,2
3756.23,476.57,-120.18,-403.37,69.7998,-25692.82,5003.94,41.926,10181.99,5,2682,2
3757.21,476.66,-120.22,-403.51,69.818,-25697.07,5005.16,41.932,10183.21,5,2683,2
3758.15,476.76,-120.27,-403.66,69.8356,-25700.3,5006.59,41.946,10184.78,5,2684,2
3759.24,476.91,-120.3,-403.72,69.8577,-25707.22,5008.37,41.956,10188.6,5,2685,2
3759.73,477.06,-120.35,-403.86,69.8776,-25712.27,5009.83,41.967,10191.4,5,2686,2
3760.79,477.19,-120.37,-403.95,69.9067,-25718.21,5011.09,41.975,10192.97,5,2687,2
3761.69,477.28,-120.41,-404.1,69.9299,-25723.8,5012.85,41.981,10194.09,5,2688,2
3762.67,477.37,-120.45,-404.22,69.9553,-25731.34,5014.82,41.995,10195.79,5,2689,2
3763.6,477.5,-120.47,-404.28,69.9811,-25738.33,5015.7,42.006,10199.15,5,2690,2
3764.1,477.61,-120.5,-404.4,70.0004,-25743.3,5016.27,42.02,10202.77,5,2691,2
3765.13,477.74,-120.55,-404.5,70.0196,-25749.59,5018.26,42.026,10206.15,5,2692,2
3765.53,477.88,-120.57,-404.57,70.0472,-25755.78,5019.42,42.039,10207.49,5,2693,2
3766.66,477.99,-120.6,-404.72,70.0625,-25760.74,5020.6,42.05,10210.84,5,2694,2
3767.57,478.12,-120.65,-404.85,70.0843,-25768.51,5021.92,42.059,10213.51,5,2695,2
3768.27,478.21,-120.68,-404.95,70.0988,-25772.98,5022.5,42.074,10217.28,5,2696,2
3769.11,478.36,-120.71,-405.02,70.1151,-25777.88,5023.21,42.086,10219.73,5,2697,2
3769.84,478.5,-120.74,-405.1,70.1429,-25782.45,5024.04,42.092,10221.2,5,2698,2
3770.48,478.59,-120.77,-405.16,70.1584,-25790.39,5026.01,42.103,10223.38,5,2699,2
3771.62,478.72,-120.81,-405.29,70.1746,-25794.48,5027.21,42.113,10225.47,5,2700,2
3772.79,478.81,-120.86,-405.36,70.1998,-25799.52,5028.31,42.126,10229.18,5,2701,2
3773.45,478.91,-120.89,-405.43,70.2295,-25805.04,5029.48,42.138,10231.79,5,2702,2
3773.88,479.0,-120.91,-405.55,70.2574,-25810.92,5031.47,42.144,10234.26,5,2703,2
3774.94,479.1,-120.93,-405.62,70.2678,-25818.61,5033.26,42.151,10236.12,5,2704,2
3775.8,479.24,-120.98,-405.73,70.2826,-25825.94,5034.13,42.159,10237.21,5,2705,2
3776.37,479.38,-121.02,-405.81,70.3095,-25832.75,5035.17,42.169,10239.76,5,2706,2
3777.11,479.5,-121.06,-405.9,70.3295,-25840.7,5035.89,42.175,10241.95,5,2707,2
3777.53,479.61,-121.09,-405.98,70.34,-25844.92,5036.99,42.181,10244.93,5,2708,2
3778.18,479.75,-121.14,-406.08,70.3608,-25849.42,5038.6,42.191,10245.95,5,2709,2
3778.66,479.86,-121.16,-406.23,70.3867,-25853.39,5039.91,42.199,10249.42,5,2710,2
3779.5,479.97,-121.2,-406.36,70.3968,-25859.49,5040.55,42.21,10252.44,5,2711,2
3780.0,480.05,-121.22,-406.46,70.4132,-25864.72,5042.46,42.222,10253.62,5,2712,2
3781.01,480.19,-121.24,-406.52,70.4324,-25869.45,5044.22,42.229,10256.77,5,2713,2
3781.66,480.3,-121.28,-406.67,70.4505,-25873.7,5045.78,42.242,10258.58,5,2714,2
3782.77,480.44,-121.33,-406.76,70.4797,-25881.31,5046.69,42.247,10261.19,5,2715,2
3783.91,480.53,-121.39,-406.86,70.502,-25884.78,5048.09,42.257,10264.51,5,2716,2
3784.96,480.61,-121.42,-406.97,70.5224,-25889.46,5049.51,42.271,10265.53,5,2717,2
3786.04,480.76,-121.48,-407.1,70.5504,-25895.32,5050.08,42.281,10267.28,5,2718,2
3786.77,480.86,-121.5,-407.24,70.5731,-25902.94,5051.12,42.289,10270.67,5,2719,2
3787.22,481.0,-121.54,-407.34,70.5841,-25909.08,5053.05,42.3,10272.88,5,2720,2
3788.0,481.09,-121.58,-407.48,70.6014,-25916.98,5054.28,42.311,10275.73,5,2721,2
3788.92,481.17,-121.63,-407.63,70.6202,-25923.25,5055.77,42.318,10278.38,5,2722,2
3790.05,481.31,-121.67,-407.71,70.6305,-25928.6,5057.29,42.323,10281.06,5,2723,2
3791.06,481.42,-121.71,-407.85,70.6565,-25932.91,5058.16,42.334,10282.09,5,2724,2
3791.66,481.54,-121.75,-407.97,70.6772,-25940.12,5059.47,42.347,10283.79,5,2725,2
3792.22,481.65,-121.8,-408.11,70.6902,-25947.89,5060.1,42.353,10285.12,5,2726,2
3793.14,481.79,-121.84,-408.18,70.7042,-25954.9,5061.91,42.366,10286.52,5,2727,2
3793.61,481.92,-121.86,-408.23,70.7147,-25960.11,5063.45,42.38,10288.41,5,2728,2
3794.62,482.01,-121.89,-408.33,70.7359,-25966.21,5064.37,42.391,10289.62,5,2729,2
3795.17,482.15,-121.92,-408.43,70.7645,-25969.79,5065.37,42.397,10292.96,5,2730,2
3796.24,482.23,-121.96,-408.54,70.7822,-25974.22,5066.52,42.402,10294.88,5,2731,2
3797.24,482.33,-122.01,-408.6,70.8097,-25978.82,5068.13,42.414,10296.29,5,2732,2
3798.11,482.47,-122.04,-408.73,70.8362,-25984.05,5069.25,42.422,10299.96,5,2733,2
3799.06,482.55,-122.1,-408.79,70.8497,-25990.35,5070.26,42.431,10302.0,5,2734,2
3799.67,482.65,-122.16,-408.88,70.8614,-25994.48,5071.21,42.441,10304.95,5,2735,2
3800.46,482.79,-122.19,-409.0,70.875,-25998.95,5072.65,42.453,10308.15,5,2736,2
3801.45,482.89,-122.24,-409.1,70.8858,-26005.48,5073.17,42.463,10311.09,5,2737,2
3802.63,482.98,-122.29,-409.22,70.8994,-26012.16,5075.12,42.475,10312.71,5,2738,2
3803.31,483.1,-122.33,-409.3,70.9105,-26015.45,5077.09,42.489,10314.44,5,2739,2
3804.27,483.18,-122.37,-409.41,70.9401,-26022.09,5078.32,42.503,10318.33,5,2740,2
3805.41,483.32,-122.39,-409.55,70.9568,-26029.7,5079.51,42.51,10320.94,5,2741,2
3806.36,483.4,-122.42,-409.66,70.9683,-26034.28,5080.86,42.517,10323.17,5,2742,2
3807.06,483.49,-122.47,-409.72,70.9967,-26038.05,5082.73,42.527,10327.04,5,2743,2
3808.1,483.6,-122.5,-409.82,71.0103,-26044.78,5084.19,42.533,10330.06,5,2744,2
3808.52,483.69,-122.56,-409.96,71.03,-26051.17,5084.69,42.546,10332.61,5,2745,2
3809.29,483.8,-122.59,-410.1,71.0435,-26054.53,5086.07,42.553,10335.91,5,2746,2
3810.25,483.9,-122.61,-410.16,71.0579,-26058.02,5087.62,42.566,10339.21,5,2747,2
