heart_rate_bpm,sweat_microsiemens,skin_temp_celsius,grip_force_newton,ecg_signal,rr_interval_ms,qrs_duration_ms,st_deviation_mv,qt_interval_ms,driver_id,timestamp_offset,condition_label
125.3,11.23,28.91,7.35,0.5322,493.51,145.88,0.255,458.93,0,2401,2
101.36,11.02,29.26,7.09,0.4591,613.26,119.17,0.585,468.62,0,2402,2
103.53,13.22,31.76,4.42,0.2654,454.83,141.69,0.214,458.41,0,2403,2
100.17,8.07,30.56,6.27,0.4918,622.18,136.78,0.342,479.95,0,2404,2
106.54,13.35,28.71,3.94,0.3977,499.06,144.92,0.33,512.96,0,2405,2
105.33,8.71,29.25,7.41,0.4479,618.17,118.33,0.506,497.53,0,2406,2
128.78,8.88,29.86,4.46,0.2952,648.6,133.21,0.585,444.25,0,2407,2
120.95,10.37,30.37,6.76,0.3679,629.33,116.76,0.574,503.65,0,2408,2
112.09,12.91,30.28,6.4,0.4336,520.87,149.83,0.6,439.11,0,2409,2
122.35,8.75,31.61,8.04,0.3149,564.93,130.7,0.517,469.05,0,2410,2
106.62,11.09,32.2,8.87,0.2152,520.47,128.69,0.397,470.69,0,2411,2
123.32,12.0,31.85,7.22,0.2803,481.75,146.44,0.488,506.8,0,2412,2
96.67,9.88,28.63,6.07,0.3411,500.89,138.08,0.33,478.69,0,2413,2
104.47,7.11,31.77,6.74,0.2878,612.99,115.33,0.458,475.45,0,2414,2
101.06,10.57,31.38,6.52,0.2344,517.97,141.02,0.465,510.18,0,2415,2
122.94,6.73,32.49,7.66,0.2918,533.91,146.12,0.318,494.1,0,2416,2
104.24,7.82,29.98,4.8,0.5342,601.36,135.31,0.467,450.22,0,2417,2
125.07,6.26,30.56,4.0,0.4401,646.76,115.36,0.47,456.51,0,2418,2
100.62,6.28,30.9,6.54,0.3643,537.47,142.13,0.492,499.24,0,2419,2
103.56,6.89,31.33,3.98,0.2129,491.12,145.82,0.592,509.1,0,2420,2
101.74,8.24,30.36,7.27,0.3192,543.02,141.16,0.439,507.06,0,2421,2
102.86,7.26,29.58,8.41,0.3983,577.6,137.4,0.415,449.38,0,2422,2
117.12,12.71,29.14,7.25,0.4738,557.79,110.71,0.329,478.7,0,2423,2
125.11,10.13,29.05,7.91,0.3215,550.47,143.4,0.266,499.54,0,2424,2
117.68,12.41,32.44,5.6,0.2188,534.32,110.02,0.538,433.99,0,2425,2
119.35,8.59,30.89,4.72,0.2167,575.94,117.73,0.45,451.29,0,2426,2
114.66,9.44,29.78,5.96,0.3357,453.11,121.36,0.316,454.32,0,2427,2
112.23,7.17,30.16,8.0,0.4904,484.47,138.37,0.399,467.23,0,2428,2
111.42,11.62,29.38,3.77,0.3208,526.85,119.11,0.362,459.99,0,2429,2
112.25,6.66,28.89,6.88,0.3232,612.52,133.4,0.38,441.34,0,2430,2
129.44,7.17,29.81,7.41,0.5478,612.67,147.03,0.419,492.79,0,2431,2
106.81,6.11,32.33,5.22,0.4935,561.5,131.9,0.409,442.33,0,2432,2
126.52,10.53,29.92,7.31,0.5199,603.03,133.51,0.511,497.08,0,2433,2
126.68,9.03,30.5,8.87,0.5113,497.17,130.32,0.346,438.15,0,2434,2
98.59,12.67,29.28,7.6,0.4604,522.02,129.39,0.329,446.53,0,2435,2
112.21,6.81,29.43,7.47,0.3106,574.53,143.83,0.296,473.74,0,2436,2
96.09,10.06,29.47,3.44,0.3656,513.4,130.59,0.587,436.05,0,2437,2
127.56,6.94,30.98,5.46,0.323,497.3,149.47,0.467,464.24,0,2438,2
102.93,10.48,30.76,4.59,0.4213,457.68,120.49,0.439,455.58,0,2439,2
123.57,8.06,28.9,4.93,0.3823,468.32,114.46,0.514,502.65,0,2440,2
117.76,7.02,32.13,7.03,0.2343,526.4,131.13,0.373,438.63,0,2441,2
109.35,6.41,30.65,3.45,0.46,470.75,142.3,0.394,459.9,0,2442,2
123.24,8.74,30.26,5.63,0.5183,514.58,146.06,0.26,459.99,0,2443,2
119.27,10.32,28.89,4.76,0.306,548.95,142.68,0.47,498.25,0,2444,2
126.28,10.14,32.11,4.68,0.5399,600.38,145.13,0.212,475.16,0,2445,2
115.63,7.94,30.7,3.38,0.4155,563.34,110.88,0.262,483.14,0,2446,2
121.02,13.52,30.9,3.7,0.4494,644.47,133.44,0.203,515.29,0,2447,2
107.76,11.91,30.86,6.87,0.2413,621.74,138.2,0.468,520.0,0,2448,2
112.96,7.04,29.64,5.9,0.3649,567.71,130.31,0.316,445.5,0,2449,2
113.43,12.98,29.23,8.49,0.2207,576.3,118.7,0.468,458.15,0,2450,2
104.5,9.23,30.12,8.44,0.3964,483.68,138.43,0.268,482.31,0,2451,2
126.89,12.07,32.28,8.78,0.2407,546.13,145.69,0.218,459.0,0,2452,2
102.01,11.98,28.84,5.38,0.5327,624.33,132.61,0.456,508.16,0,2453,2
124.92,12.78,31.16,6.79,0.4822,613.97,119.33,0.329,452.84,0,2454,2
112.05,6.31,30.5,7.9,0.3581,496.51,147.42,0.564,482.96,0,2455,2
113.47,6.48,29.83,8.02,0.521,513.7,110.32,0.322,436.92,0,2456,2
111.42,11.43,31.53,6.74,0.3586,519.39,123.4,0.568,451.71,0,2457,2
112.85,13.95,29.45,3.93,0.4428,618.5,123.29,0.303,467.51,0,2458,2
125.3,13.48,29.67,4.3,0.2517,503.34,135.93,0.422,453.14,0,2459,2
100.83,13.52,30.06,8.02,0.5124,621.16,120.05,0.365,500.22,0,2460,2
127.44,12.92,31.32,7.66,0.2426,452.65,138.36,0.362,436.02,0,2461,2
107.58,8.02,28.67,8.76,0.2443,565.64,141.05,0.34,431.83,0,2462,2
103.17,10.43,29.58,3.53,0.3201,626.64,121.3,0.281,478.26,0,2463,2
128.86,13.98,32.11,4.5,0.3403,581.69,129.94,0.548,435.36,0,2464,2
103.36,11.0,28.71,6.96,0.2336,558.31,112.76,0.585,441.04,0,2465,2
107.35,13.81,29.66,8.2,0.2944,490.66,148.04,0.228,451.22,0,2466,2
128.78,8.65,29.57,3.25,0.2647,641.24,113.47,0.232,459.57,0,2467,2
107.51,6.13,31.16,5.05,0.4401,581.91,136.61,0.519,493.7,0,2468,2
106.62,13.44,31.14,4.25,0.2364,611.26,131.81,0.31,447.91,0,2469,2
97.97,10.01,30.48,5.33,0.2397,499.04,121.88,0.266,467.74,0,2470,2
103.11,10.98,29.47,4.7,0.3402,563.2,145.05,0.566,496.04,0,2471,2
95.59,6.26,31.73,3.94,0.4848,592.01,121.75,0.371,516.02,0,2472,2
123.85,11.22,29.09,8.44,0.3006,593.85,119.19,0.495,442.26,0,2473,2
95.94,7.6,30.17,5.31,0.4658,631.24,147.82,0.583,481.33,0,2474,2
121.24,10.46,31.36,8.16,0.4264,598.62,129.87,0.389,468.01,0,2475,2
117.32,8.51,30.73,8.24,0.4546,499.39,125.51,0.327,462.45,0,2476,2
102.6,13.06,29.53,3.14,0.3556,508.3,140.18,0.586,454.56,0,2477,2
120.82,11.02,30.62,7.42,0.3974,575.96,127.82,0.227,498.1,0,2478,2
102.45,10.28,32.31,7.48,0.2608,635.39,113.21,0.589,454.75,0,2479,2
114.58,7.44,30.02,6.96,0.2923,542.96,132.87,0.496,437.78,0,2480,2
117.59,7.48,32.32,6.38,0.4062,453.47,142.02,0.483,486.95,0,2481,2
126.06,9.88,31.47,7.52,0.3816,499.7,147.67,0.241,443.84,0,2482,2
121.77,6.25,28.56,4.81,0.4225,473.64,116.84,0.309,475.61,0,2483,2
104.03,13.48,30.26,3.09,0.5139,504.5,134.36,0.279,481.83,0,2484,2
115.95,8.66,31.05,6.64,0.5165,515.13,116.17,0.257,488.87,0,2485,2
112.0,7.48,31.89,7.05,0.2248,630.49,115.15,0.239,494.84,0,2486,2
108.95,11.34,30.07,6.61,0.2893,533.15,138.87,0.316,432.39,0,2487,2
97.8,10.34,29.42,4.95,0.499,561.41,145.07,0.441,430.86,0,2488,2
118.85,7.3,31.3,6.04,0.3246,463.43,127.15,0.318,500.63,0,2489,2
120.29,12.43,28.76,7.23,0.2441,466.37,141.05,0.464,481.34,0,2490,2
110.28,7.75,30.9,4.5,0.4208,646.48,113.26,0.527,442.92,0,2491,2
115.62,6.52,31.39,4.01,0.4447,534.85,144.33,0.586,475.61,0,2492,2
120.89,8.97,31.82,6.08,0.2482,496.65,142.89,0.278,488.92,0,2493,2
124.56,10.46,30.46,7.07,0.3782,524.38,129.41,0.588,472.89,0,2494,2
97.92,12.03,30.57,4.03,0.5419,605.24,121.32,0.47,493.29,0,2495,2
117.95,9.25,30.76,6.26,0.4672,533.72,119.18,0.274,446.83,0,2496,2
105.13,12.46,28.84,3.01,0.3611,475.23,129.65,0.395,464.38,0,2497,2
108.94,9.98,32.06,8.95,0.4611,635.06,129.55,0.405,436.68,0,2498,2
100.88,12.21,30.4,4.5,0.2022,644.68,141.7,0.282,456.75,0,2499,2
122.39,10.66,30.08,3.55,0.4007,644.81,121.05,0.303,457.05,0,2500,2
96.32,13.02,29.32,6.78,0.4792,497.09,146.35,0.439,469.43,0,2501,2
123.35,13.16,31.12,3.41,0.4638,550.23,115.14,0.422,472.92,0,2502,2
112.01,8.04,31.53,4.01,0.4043,571.29,146.48,0.573,457.81,0,2503,2
112.01,6.57,28.63,8.74,0.3107,579.47,114.89,0.365,499.15,0,2504,2
119.41,10.15,29.55,8.49,0.3142,453.37,147.84,0.424,441.72,0,2505,2
127.18,13.85,28.89,7.2,0.2927,461.1,112.51,0.208,468.22,0,2506,2
104.74,11.53,31.73,3.5,0.2125,575.33,123.58,0.354,484.32,0,2507,2
125.38,11.15,31.12,5.32,0.3613,555.21,141.46,0.436,503.99,0,2508,2
120.12,6.71,30.14,4.91,0.4601,586.81,110.17,0.549,470.52,0,2509,2
117.3,11.21,32.36,6.81,0.5381,564.88,146.55,0.56,506.32,0,2510,2
126.34,8.71,28.95,6.97,0.4696,571.6,141.85,0.507,506.21,0,2511,2
116.99,9.29,29.82,5.62,0.3635,461.71,131.76,0.493,473.36,0,2512,2
109.07,11.39,31.72,3.17,0.5406,566.82,143.21,0.33,446.94,0,2513,2
103.83,10.97,31.3,6.02,0.2242,608.95,114.08,0.557,518.54,0,2514,2
107.36,9.39,29.68,4.37,0.3066,482.46,149.62,0.552,516.47,0,2515,2
103.77,10.37,28.67,4.49,0.2826,634.52,111.21,0.563,496.41,0,2516,2
107.82,11.1,29.06,5.56,0.5182,486.6,144.84,0.584,503.05,0,2517,2
128.19,12.68,31.79,8.82,0.2916,528.38,143.7,0.388,470.44,0,2518,2
96.52,8.05,31.87,4.37,0.3566,554.73,135.31,0.374,486.95,0,2519,2
104.59,8.0,31.14,4.98,0.203,472.5,133.09,0.461,492.31,0,2520,2
116.33,9.04,28.52,8.13,0.5406,616.12,138.04,0.293,510.76,0,2521,2
110.61,6.18,28.96,6.18,0.2423,600.41,132.2,0.447,453.02,0,2522,2
101.5,6.34,28.72,3.75,0.2432,462.68,148.43,0.349,440.6,0,2523,2
95.51,12.28,29.18,7.97,0.3424,547.24,147.01,0.325,449.44,0,2524,2
106.45,13.46,28.82,5.21,0.543,468.16,139.7,0.548,431.3,0,2525,2
129.64,10.37,31.19,4.03,0.4289,639.02,123.41,0.52,471.7,0,2526,2
111.38,11.98,28.89,4.82,0.4545,556.27,132.41,0.387,488.05,0,2527,2
112.37,10.31,30.8,8.61,0.3562,482.92,126.64,0.558,499.02,0,2528,2
121.25,6.86,32.1,5.18,0.2191,516.5,124.71,0.373,480.87,0,2529,2
122.78,11.98,30.48,3.21,0.5382,452.84,140.4,0.497,502.34,0,2530,2
119.2,8.03,28.77,4.3,0.3523,511.17,111.38,0.571,464.93,0,2531,2
108.59,11.87,29.63,8.62,0.3341,525.99,116.97,0.372,484.8,0,2532,2
120.24,9.96,31.83,7.69,0.2534,562.39,116.1,0.578,448.05,0,2533,2
113.67,7.95,32.43,6.1,0.2458,516.03,146.31,0.513,458.34,0,2534,2
107.36,11.5,29.92,8.42,0.2344,501.25,133.87,0.367,487.08,0,2535,2
106.2,12.34,30.98,6.54,0.4115,639.24,126.52,0.459,450.59,0,2536,2
111.65,8.15,31.04,6.44,0.2528,631.99,148.7,0.27,447.72,0,2537,2
123.27,13.25,31.32,3.36,0.4369,640.01,147.06,0.408,481.78,0,2538,2
120.22,12.64,30.75,3.7,0.4296,533.91,127.72,0.479,503.06,0,2539,2
110.25,11.92,29.99,3.8,0.4193,517.96,117.38,0.573,446.26,0,2540,2
116.31,11.04,29.71,6.67,0.4461,646.66,126.22,0.453,440.46,0,2541,2
117.06,7.89,32.41,8.61,0.4568,474.18,117.26,0.214,511.75,0,2542,2
119.73,6.1,31.4,6.82,0.2526,542.87,110.83,0.37,433.42,0,2543,2
101.6,12.85,29.87,5.06,0.3036,557.0,125.95,0.482,476.71,0,2544,2
106.54,11.14,28.89,8.86,0.2357,645.82,136.83,0.522,470.82,0,2545,2
113.9,8.46,29.9,4.27,0.3892,464.75,145.05,0.219,498.86,0,2546,2
98.84,6.01,30.04,7.45,0.5179,563.25,115.97,0.5,456.11,0,2547,2
123.03,12.69,30.63,8.65,0.3692,588.9,120.23,0.449,445.11,0,2548,2
99.39,10.53,28.88,5.9,0.4723,499.78,127.77,0.507,518.08,0,2549,2
121.37,10.04,30.77,5.75,0.46,564.15,124.04,0.509,511.29,0,2550,2
121.99,8.9,28.55,5.22,0.3615,643.03,110.76,0.447,441.15,0,2551,2
116.19,12.6,30.89,7.67,0.2585,629.4,113.08,0.436,501.34,0,2552,2
97.51,9.74,30.44,8.02,0.2748,491.0,126.97,0.489,495.02,0,2553,2
114.3,6.58,29.06,8.07,0.5097,605.15,145.07,0.434,506.38,0,2554,2
113.39,12.69,32.34,3.89,0.2451,467.01,129.16,0.516,470.81,0,2555,2
124.45,12.82,28.62,6.73,0.3089,640.5,124.78,0.457,434.11,0,2556,2
102.73,6.64,30.4,8.17,0.2706,543.76,116.16,0.474,475.73,0,2557,2
127.05,7.48,29.69,6.9,0.2034,519.22,143.15,0.408,495.36,0,2558,2
105.34,12.21,31.33,5.16,0.4472,483.3,120.19,0.548,440.47,0,2559,2
116.9,9.63,28.72,8.46,0.5483,510.09,118.89,0.331,480.39,0,2560,2
105.99,13.15,28.63,5.17,0.2806,560.47,120.59,0.552,493.41,0,2561,2
127.02,9.77,31.29,3.32,0.4596,640.32,132.02,0.32,467.01,0,2562,2
126.24,6.31,28.64,4.12,0.2477,549.46,117.38,0.371,518.18,0,2563,2
126.63,6.53,30.53,6.84,0.3382,570.62,116.55,0.368,437.35,0,2564,2
101.69,7.56,29.47,4.09,0.2677,453.27,116.16,0.476,493.84,0,2565,2
114.24,13.36,29.43,7.32,0.2877,591.72,147.51,0.207,432.26,0,2566,2
104.06,7.6,30.21,8.35,0.2275,536.19,132.58,0.546,440.21,0,2567,2
123.89,11.56,28.65,8.79,0.2166,590.1,132.8,0.437,487.99,0,2568,2
121.89,7.16,30.26,3.9,0.3238,619.1,135.91,0.298,446.94,0,2569,2
100.76,11.74,31.21,6.32,0.5064,475.13,117.27,0.338,472.19,0,2570,2
111.19,6.96,29.66,3.27,0.5401,596.97,130.59,0.279,504.1,0,2571,2
122.09,8.14,32.39,4.88,0.4999,516.03,117.09,0.425,470.57,0,2572,2
114.92,7.02,30.83,5.11,0.2993,535.75,132.55,0.464,444.43,0,2573,2
112.4,11.23,31.41,4.27,0.5179,600.56,129.65,0.24,515.74,0,2574,2
116.39,7.61,31.26,5.43,0.3506,603.12,136.33,0.297,513.21,0,2575,2
105.41,12.46,30.21,6.74,0.2849,504.57,121.54,0.204,512.15,0,2576,2
116.67,6.06,29.99,3.13,0.2615,485.24,116.55,0.558,463.54,0,2577,2
129.13,8.08,32.34,7.85,0.2629,511.98,130.89,0.432,468.54,0,2578,2
125.18,7.14,30.46,7.49,0.4339,536.46,145.29,0.49,517.87,0,2579,2
125.33,12.25,31.21,5.89,0.3193,621.37,141.62,0.534,512.64,0,2580,2
128.42,7.44,31.75,8.67,0.4035,634.84,137.94,0.53,464.74,0,2581,2
97.92,12.66,28.95,4.2,0.296,575.02,139.58,0.246,486.35,0,2582,2
126.47,8.31,28.99,3.95,0.5417,497.71,117.56,0.266,496.66,0,2583,2
118.79,7.45,31.2,8.89,0.2634,531.73,143.49,0.285,466.43,0,2584,2
108.78,6.02,30.44,6.13,0.2044,578.17,122.28,0.574,453.98,0,2585,2
113.66,6.83,31.85,3.88,0.3269,543.91,134.23,0.233,517.57,0,2586,2
95.44,7.61,32.38,4.65,0.4521,527.94,112.6,0.424,448.85,0,2587,2
122.26,10.21,31.45,6.48,0.273,507.93,121.47,0.408,460.79,0,2588,2
118.12,13.96,31.91,8.9,0.5207,587.58,115.62,0.556,508.67,0,2589,2
118.73,12.88,29.76,8.49,0.5162,460.04,144.29,0.471,508.56,0,2590,2
105.29,12.0,30.32,5.1,0.4123,494.81,148.53,0.576,502.41,0,2591,2
110.59,8.14,31.86,4.26,0.4769,568.75,132.14,0.353,475.35,0,2592,2
122.16,13.5,29.49,5.36,0.3252,625.41,145.05,0.543,482.94,0,2593,2
96.08,8.06,32.31,8.02,0.2239,550.41,121.53,0.323,476.64,0,2594,2
112.15,10.4,31.65,8.39,0.5441,461.34,112.53,0.509,472.18,0,2595,2
129.04,11.49,30.79,5.2,0.2447,622.47,133.91,0.387,490.1,0,2596,2
129.08,12.65,29.38,7.3,0.521,543.1,149.48,0.577,473.95,0,2597,2
105.01,13.13,29.46,6.53,0.5359,580.36,135.16,0.41,493.8,0,2598,2
115.36,7.57,29.28,4.95,0.3559,639.26,129.03,0.454,456.76,0,2599,2
114.86,10.92,31.56,5.85,0.364,455.53,148.17,0.324,477.87,0,2600,2
96.42,6.11,28.73,6.65,0.3751,466.85,114.53,0.337,519.23,0,2601,2
95.97,12.31,31.95,5.08,0.4388,619.31,142.65,0.263,490.82,0,2602,2
122.31,6.38,29.4,4.71,0.4705,616.3,111.74,0.296,434.01,0,2603,2
110.4,10.83,32.48,8.57,0.4317,589.79,141.76,0.329,515.64,0,2604,2
118.22,8.66,31.34,6.76,0.3807,508.61,146.79,0.463,471.78,0,2605,2
124.68,6.87,29.01,5.48,0.263,643.29,116.33,0.519,482.16,0,2606,2
117.4,7.34,30.71,7.71,0.2403,541.1,123.81,0.547,513.03,0,2607,2
102.57,12.98,30.66,7.06,0.5277,610.6,138.9,0.237,501.97,0,2608,2
103.66,13.91,29.89,3.09,0.4464,497.7,126.56,0.254,473.64,0,2609,2
98.02,13.05,29.06,6.08,0.3251,551.9,128.27,0.575,448.18,0,2610,2
107.25,7.09,29.99,9.0,0.2721,458.81,127.53,0.285,495.0,0,2611,2
128.25,11.37,30.52,4.11,0.3858,591.41,144.29,0.244,517.55,0,2612,2
119.79,11.7,32.27,4.89,0.2637,453.97,114.77,0.222,519.15,0,2613,2
106.1,6.86,32.22,4.94,0.5119,484.87,124.12,0.434,434.43,0,2614,2
108.91,6.01,31.8,3.43,0.4759,555.74,127.24,0.599,467.9,0,2615,2
103.15,7.98,29.64,8.71,0.3667,630.61,148.36,0.469,509.39,0,2616,2
110.97,8.37,30.1,7.77,0.4558,453.3,112.91,0.285,466.8,0,2617,2
126.78,9.92,30.7,7.34,0.2457,478.79,128.74,0.317,481.17,0,2618,2
126.16,13.42,29.11,4.56,0.2203,507.59,131.75,0.224,463.23,0,2619,2
104.6,11.11,31.93,4.26,0.4587,562.17,119.84,0.544,437.67,0,2620,2
100.67,11.1,28.68,3.37,0.4736,593.02,134.12,0.519,517.64,0,2621,2
122.47,10.43,32.04,7.44,0.4865,555.09,134.36,0.338,472.22,0,2622,2
99.79,6.37,32.43,6.3,0.2334,579.35,146.36,0.437,463.66,0,2623,2
104.74,11.75,30.91,7.82,0.5058,605.95,122.18,0.379,515.01,0,2624,2
126.62,11.02,28.93,3.31,0.4118,630.52,144.43,0.597,473.93,0,2625,2
124.32,9.11,31.25,3.97,0.2105,566.35,132.24,0.4,460.5,0,2626,2
125.48,6.25,29.93,7.73,0.4768,577.14,125.63,0.525,498.8,0,2627,2
120.74,11.11,29.3,4.38,0.2911,620.17,141.53,0.239,506.46,0,2628,2
120.64,9.05,32.28,5.82,0.4921,644.27,136.74,0.279,492.32,0,2629,2
122.85,7.69,31.9,6.77,0.3077,607.18,128.79,0.401,448.47,0,2630,2
99.71,10.9,31.95,5.57,0.2866,516.27,119.06,0.381,503.05,0,2631,2
100.38,10.87,32.49,8.82,0.2035,488.05,127.11,0.31,513.98,0,2632,2
111.67,8.7,29.76,3.19,0.3064,623.48,137.83,0.543,469.07,0,2633,2
112.51,11.48,30.23,8.77,0.2826,492.41,124.17,0.245,488.4,0,2634,2
116.57,7.1,29.55,8.37,0.3896,603.0,124.55,0.266,498.31,0,2635,2
118.5,10.99,31.96,5.73,0.373,606.36,127.34,0.469,505.01,0,2636,2
103.0,6.35,31.98,7.81,0.5499,574.02,138.87,0.593,481.22,0,2637,2
124.33,13.94,30.07,4.05,0.4681,534.36,146.48,0.33,482.62,0,2638,2
118.14,7.95,29.03,8.28,0.4029,503.34,133.48,0.36,439.03,0,2639,2
100.92,8.59,30.35,4.06,0.4429,518.96,133.12,0.547,465.26,0,2640,2
111.46,9.74,31.0,3.57,0.4411,461.45,112.85,0.573,474.62,0,2641,2
95.73,11.63,31.97,3.78,0.3251,580.09,130.93,0.347,454.0,0,2642,2
113.07,9.32,29.79,5.13,0.4181,575.57,144.05,0.423,454.12,0,2643,2
98.54,6.75,29.72,6.11,0.5388,634.42,140.07,0.382,431.23,0,2644,2
108.94,7.29,32.35,8.3,0.2595,509.24,138.78,0.247,500.92,0,2645,2
99.12,9.98,30.58,4.82,0.4833,615.95,117.04,0.368,507.47,0,2646,2
128.77,6.32,29.16,5.99,0.3555,644.69,124.07,0.572,454.77,0,2647,2
120.33,13.33,31.83,3.82,0.4089,534.77,139.83,0.543,437.06,0,2648,2
126.13,13.61,28.65,6.91,0.5428,607.68,115.62,0.292,465.09,0,2649,2
103.53,6.08,29.17,8.04,0.2115,511.8,117.91,0.355,430.08,0,2650,2
95.56,11.23,29.59,7.96,0.2346,457.02,146.85,0.32,435.24,0,2651,2
99.34,12.13,31.08,5.33,0.2729,450.6,132.92,0.373,492.3,0,2652,2
120.27,11.66,31.76,4.65,0.5434,616.47,131.72,0.411,486.1,0,2653,2
112.98,9.87,30.94,4.04,0.528,545.44,114.01,0.254,478.53,0,2654,2
102.81,8.43,30.69,8.97,0.4252,505.21,134.05,0.536,516.14,0,2655,2
109.38,8.0,32.12,8.11,0.4226,602.17,147.0,0.429,496.53,0,2656,2
113.73,13.08,30.84,3.63,0.2632,587.88,148.28,0.411,495.84,0,2657,2
114.61,11.66,30.61,4.26,0.4679,556.27,135.71,0.567,510.89,0,2658,2
99.87,6.39,28.82,5.8,0.4162,571.14,131.19,0.508,498.59,0,2659,2
102.98,7.69,30.6,5.92,0.3209,610.35,139.26,0.486,513.45,0,2660,2
117.52,7.6,29.47,5.79,0.2334,583.72,135.01,0.566,458.27,0,2661,2
112.04,11.7,30.95,7.07,0.5417,486.32,129.62,0.467,442.73,0,2662,2
95.87,6.16,29.92,4.61,0.5297,507.68,121.64,0.367,510.65,0,2663,2
114.12,10.37,30.26,7.9,0.3126,597.23,135.02,0.57,463.42,0,2664,2
120.48,12.66,28.96,4.08,0.3361,469.34,130.1,0.423,485.2,0,2665,2
99.26,12.74,31.99,6.6,0.5171,632.36,123.83,0.442,464.04,0,2666,2
121.65,8.04,29.39,6.72,0.5244,609.4,141.23,0.317,467.38,0,2667,2
118.77,12.04,32.23,7.64,0.3032,528.26,124.12,0.511,446.77,0,2668,2
108.61,8.29,29.71,4.23,0.3853,548.43,132.99,0.424,437.75,0,2669,2
96.28,10.7,30.47,4.94,0.2698,593.35,110.88,0.551,434.17,0,2670,2
100.51,11.62,29.01,6.07,0.5159,505.94,116.25,0.347,450.3,0,2671,2
114.44,10.82,28.94,3.03,0.2814,649.12,119.33,0.246,441.2,0,2672,2
125.82,10.72,32.12,4.96,0.2483,548.28,112.0,0.206,430.03,0,2673,2
124.37,6.42,32.21,8.59,0.3089,509.26,148.66,0.542,494.9,0,2674,2
107.56,9.67,28.74,4.81,0.3696,647.58,131.42,0.541,507.15,0,2675,2
126.41,6.83,31.53,5.32,0.5354,576.66,114.07,0.237,495.21,0,2676,2
113.28,7.45,32.34,6.55,0.4132,532.67,123.27,0.467,483.33,0,2677,2
95.1,9.04,29.1,6.16,0.3643,563.8,132.02,0.592,497.05,0,2678,2
124.27,11.72,29.41,4.33,0.5338,569.94,131.35,0.394,455.0,0,2679,2
108.52,11.14,31.8,8.75,0.2163,498.67,140.41,0.44,488.95,0,2680,2
120.26,7.39,30.89,5.52,0.5498,512.36,136.65,0.318,435.88,0,2681,2
103.35,10.45,32.39,8.17,0.4743,541.13,122.57,0.571,456.87,0,2682,2
111.66,6.56,30.51,7.47,0.5453,561.58,112.63,0.267,430.66,0,2683,2
114.53,11.06,32.09,7.71,0.4952,523.47,147.62,0.36,453.89,0,2684,2
119.53,11.5,28.71,8.21,0.2681,511.47,120.33,0.39,441.66,0,2685,2
116.51,8.58,30.65,8.71,0.2533,480.92,121.94,0.232,514.46,0,2686,2
105.95,9.48,30.75,7.88,0.4868,563.24,134.11,0.489,486.08,0,2687,2
105.31,13.65,30.87,5.03,0.547,619.08,122.83,0.468,461.65,0,2688,2
110.03,9.63,30.52,8.76,0.2206,539.86,138.73,0.311,457.4,0,2689,2
95.55,13.74,31.84,7.46,0.2935,647.03,134.02,0.519,512.83,0,2690,2
124.52,7.76,31.21,7.33,0.4907,641.3,116.98,0.479,514.93,0,2691,2
121.39,8.84,30.18,8.24,0.319,519.88,148.18,0.386,464.64,0,2692,2
113.24,13.36,30.08,8.0,0.2714,559.62,117.76,0.588,496.52,0,2693,2
98.73,9.57,29.55,6.47,0.3265,584.87,137.56,0.432,444.09,0,2694,2
122.47,11.85,28.74,3.82,0.3554,495.42,147.72,0.383,457.05,0,2695,2
105.13,11.11,31.24,6.25,0.45,491.69,123.72,0.414,479.53,0,2696,2
115.31,9.17,32.48,7.78,0.266,619.98,147.64,0.514,472.98,0,2697,2
118.65,13.38,29.33,5.35,0.4103,480.54,138.64,0.21,442.67,0,2698,2
112.54,7.07,32.39,6.63,0.2874,466.24,126.89,0.48,466.15,0,2699,2
98.71,8.11,30.2,4.51,0.4918,464.83,125.98,0.342,506.9,0,2700,2
124.27,7.13,30.8,3.21,0.2406,615.87,142.79,0.579,510.96,0,2701,2
124.02,10.7,32.07,8.54,0.4593,587.58,115.81,0.439,444.42,0,2702,2
120.65,6.71,32.04,3.36,0.401,529.03,120.23,0.471,471.51,0,2703,2
129.95,12.59,28.66,6.56,0.2879,468.54,149.82,0.569,447.27,0,2704,2
127.91,12.11,31.7,8.04,0.3841,615.26,124.77,0.541,431.97,0,2705,2
121.8,9.83,31.57,3.46,0.4412,513.33,119.0,0.454,513.1,0,2706,2
123.22,10.0,32.05,3.31,0.2677,622.15,116.28,0.356,431.81,0,2707,2
97.06,7.15,30.42,8.9,0.2958,470.99,122.54,0.38,447.05,0,2708,2
127.93,12.68,29.94,5.72,0.5293,557.26,141.64,0.271,513.97,0,2709,2
124.05,8.41,31.68,6.41,0.335,489.78,129.72,0.577,497.44,0,2710,2
112.47,12.12,32.2,7.4,0.4746,619.04,147.58,0.409,501.39,0,2711,2
97.28,13.26,29.92,7.02,0.394,535.7,115.23,0.475,517.49,0,2712,2
116.46,9.97,29.67,8.33,0.4139,505.66,129.84,0.298,438.29,0,2713,2
108.31,6.06,30.63,6.01,0.4089,494.25,132.56,0.539,511.12,0,2714,2
96.76,6.25,29.41,4.86,0.4282,520.13,147.77,0.447,462.52,0,2715,2
104.96,7.79,31.25,5.49,0.3641,589.4,134.34,0.218,491.45,0,2716,2
